Gene ID	EC#	HMMER	dbCAN_sub	DIAMOND	Signalp	#ofTools	CBM2	AA10	uniprot	Domains
A0A3N9Y8E1|unreviewed|CBM2	1.14.99.54|1.14.99.53	AA10(28-216)+CBM2(266-361)	AA10_e30+CBM2_e70	AA10+CBM2	Y(1-20)	3	266-361	28-216	A0A3N9Y8E1	AA10+CBM2
A0A3Q8VZF3|unreviewed|CBM2	1.14.99.54|1.14.99.53	AA10(35-225)+CBM2(267-355)	AA10_e30+CBM2_e70	AA10+CBM2	Y(1-35)	3	267-355	35-225	A0A3Q8VZF3	AA10+CBM2
A0A3Q9BZW5|unreviewed|CBM2	1.14.99.54|1.14.99.53	AA10(50-239)+CBM2(265-354)	AA10_e30+CBM2_e70	AA10+CBM2	Y(1-50)	3	265-354	50-239	A0A3Q9BZW5	AA10+CBM2
A0A3Q9EXH6|unreviewed|CBM2	1.14.99.54|1.14.99.53	AA10(53-242)+CBM2(268-357)	AA10_e30+CBM2_e70	AA10+CBM2	N	3	268-357	53-242	A0A3Q9EXH6	AA10+CBM2
A0A3Q9KPZ2|unreviewed|Chitin-binding	1.14.99.54|1.14.99.53	AA10(40-229)+CBM2(255-343)	AA10_e30+CBM2_e70	AA10+CBM2	Y(1-40)	3	255-343	40-229	A0A3Q9KPZ2	AA10+CBM2
A0A3R8R6K2|unreviewed|CBM2	1.14.99.54|1.14.99.53	AA10(34-224)+CBM2(263-355)	AA10_e30+CBM2_e70	AA10+CBM2	Y(1-34)	3	263-355	34-224	A0A3R8R6K2	AA10+CBM2
A0A3R9DPN5|unreviewed|CBM2	1.14.99.54|1.14.99.53	AA10(32-220)+CBM2(270-365)	AA10_e30+CBM2_e70	AA10+CBM2	Y(1-32)	3	270-365	32-220	A0A3R9DPN5	AA10+CBM2
A0A3R9UDL9|unreviewed|CBM2	1.14.99.54|1.14.99.53	AA10(34-224)+CBM2(262-357)	AA10_e30+CBM2_e70	AA10+CBM2	Y(1-34)	3	262-357	34-224	A0A3R9UDL9	AA10+CBM2
A0A3T1B779|unreviewed|CBM2	1.14.99.54|1.14.99.53	AA10(28-221)+CBM2(266-359)	AA10_e30+CBM2_e70	AA10+CBM2	Y(1-28)	3	266-359	28-221	A0A3T1B779	AA10+CBM2
A0A401M9L2|unreviewed|CBM2	1.14.99.54|1.14.99.53	AA10(52-241)+CBM2(267-356)	AA10_e30+CBM2_e70	AA10+CBM2	N	3	267-356	52-241	A0A401M9L2	AA10+CBM2
A0A420ET61|unreviewed|CBM2	1.14.99.54|1.14.99.53	AA10(33-222)+CBM2(261-354)	AA10_e30+CBM2_e70	AA10+CBM2	Y(1-66)	3	261-354	33-222	A0A420ET61	AA10+CBM2
A0A426TVF0|unreviewed|CBM2	1.14.99.54|1.14.99.53	AA10(34-223)+CBM2(249-338)	AA10_e30+CBM2_e70	AA10+CBM2	Y(1-34)	3	249-338	34-223	A0A426TVF0	AA10+CBM2
A0A428W1X9|unreviewed|CBM2	1.14.99.54|1.14.99.53	AA10(32-220)+CBM2(256-350)	AA10_e30+CBM2_e70	AA10+CBM2	Y(1-32)	3	256-350	32-220	A0A428W1X9	AA10+CBM2
A0A428WZJ3|unreviewed|CBM2	1.14.99.54|1.14.99.53|-	AA10(29-222)+CBM2(263-355)	AA10_e30+CBM2_e35	AA10+CBM2	Y(1-29)	3	263-355	29-222	A0A428WZJ3	AA10+CBM2
A0A429B2U6|unreviewed|CBM2	1.14.99.54|1.14.99.53	AA10(48-237)+CBM2(263-352)	AA10_e30+CBM2_e70	AA10+CBM2	N	3	263-352	48-237	A0A429B2U6	AA10+CBM2
A0A429FFJ0|unreviewed|CBM2	1.14.99.54|1.14.99.53	AA10(35-225)+CBM2(264-352)	AA10_e30+CBM2_e70	AA10+CBM2	Y(1-35)	3	264-352	35-225	A0A429FFJ0	AA10+CBM2
A0A454WG69|unreviewed|CBM2	1.14.99.54|1.14.99.53	AA10(35-225)+CBM2(264-352)	AA10_e30+CBM2_e70	AA10+CBM2	Y(1-35)	3	264-352	35-225	A0A454WG69	AA10+CBM2
A0A494UYH1|unreviewed|CBM2	1.14.99.54|1.14.99.53	AA10(50-239)+CBM2(265-354)	AA10_e30+CBM2_e70	AA10+CBM2	N	3	265-354	50-239	A0A494UYH1	AA10+CBM2
A0A494V9J6|unreviewed|CBM2	1.14.99.54|1.14.99.53	AA10(34-224)+CBM2(261-349)	AA10_e30+CBM2_e70	AA10+CBM2	Y(1-34)	3	261-349	34-224	A0A494V9J6	AA10+CBM2
A0A495XJC6|unreviewed|CBM2	1.14.99.54|1.14.99.53	AA10(31-220)+CBM2(273-368)	AA10_e30+CBM2_e70	AA10+CBM2	Y(1-31)	3	273-368	31-220	A0A495XJC6	AA10+CBM2
A0A498A2M4|unreviewed|CBM2	1.14.99.54|1.14.99.53	AA10(34-222)+CBM2(279-369)	AA10_e30+CBM2_e70	AA10+CBM2	Y(1-34)	3	279-369	34-222	A0A498A2M4	AA10+CBM2
A0A499UFT0|unreviewed|CBM2	1.14.99.54|1.14.99.53	AA10(2-188)+CBM2(221-310)	AA10_e30+CBM2_e70	AA10+CBM2	N	3	221-310	2-188	A0A499UFT0	AA10+CBM2
A0A4D4KJY4|unreviewed|CBM2	1.14.99.54|1.14.99.53	AA10(2-188)+CBM2(221-310)	AA10_e30+CBM2_e70	AA10+CBM2	N	3	221-310	2-188	A0A4D4KJY4	AA10+CBM2
A0A4D4LFR2|unreviewed|CBM2	1.14.99.54|1.14.99.53	AA10(48-239)+CBM2(273-362)	AA10_e30+CBM2_e70	AA10+CBM2	Y(1-48)	3	273-362	48-239	A0A4D4LFR2	AA10+CBM2
A0A4Q4DL54|unreviewed|CBM2	1.14.99.54|1.14.99.53	AA10(43-232)+CBM2(263-348)	AA10_e30+CBM2_e70	AA10+CBM2	Y(1-43)	3	263-348	43-232	A0A4Q4DL54	AA10+CBM2
A0A4Q7UEY7|unreviewed|CBM2	1.14.99.54|1.14.99.53	AA10(33-222)+CBM2(275-370)	AA10_e30+CBM2_e70	AA10+CBM2	Y(1-33)	3	275-370	33-222	A0A4Q7UEY7	AA10+CBM2
A0A4Q7XJL9|unreviewed|CBM2	1.14.99.54|1.14.99.53	AA10(46-235)+CBM2(261-348)	AA10_e30+CBM2_e70	AA10+CBM2	Y(1-46)	3	261-348	46-235	A0A4Q7XJL9	AA10+CBM2
A0A4R4KPN4|unreviewed|CBM2	1.14.99.54|1.14.99.53	AA10(33-222)+CBM2(268-363)	AA10_e30+CBM2_e70	AA10+CBM2	Y(1-33)	3	268-363	33-222	A0A4R4KPN4	AA10+CBM2
A0A4R4KQB8|unreviewed|CBM2	1.14.99.54|1.14.99.53	AA10(33-222)+CBM2(273-368)	AA10_e30+CBM2_e70	AA10+CBM2	Y(1-33)	3	273-368	33-222	A0A4R4KQB8	AA10+CBM2
A0A4R4N5X4|unreviewed|CBM2	1.14.99.54|1.14.99.53	AA10(33-224)+CBM2(261-350)	AA10_e30+CBM2_e70	AA10+CBM2	Y(1-33)	3	261-350	33-224	A0A4R4N5X4	AA10+CBM2
A0A4R4RBH4|unreviewed|CBM2	1.14.99.54|1.14.99.53	CBM2(9-103)	CBM2_e70	N	N	2	9-103		A0A4R4RBH4	CBM2
A0A4R4S909|unreviewed|CBM2	1.14.99.54|1.14.99.53	CBM2(4-92)	CBM2_e70	N	N	2	4-92		A0A4R4S909	CBM2
A0A4R4T1E0|unreviewed|CBM2	1.14.99.54|1.14.99.53	CBM2(15-110)	CBM2_e70	N	N	2	15-110		A0A4R4T1E0	CBM2
A0A4R5DYC9|unreviewed|CBM2	1.14.99.54|1.14.99.53	AA10(53-244)+CBM2(282-368)	AA10_e30+CBM2_e70	AA10+CBM2	Y(1-53)	3	282-368	53-244	A0A4R5DYC9	AA10+CBM2
A0A4R6J743|unreviewed|CBM2	1.14.99.54|1.14.99.56|1.14.99.53	AA10(30-223)+CBM2(273-361)	AA10_e30+CBM2_e95	AA10+CBM2	Y(1-30)	3	273-361	30-223	A0A4R6J743	AA10+CBM2
A0A4R7JM50|unreviewed|CBM2	1.14.99.54|1.14.99.53	AA10(35-225)+CBM2(264-353)	AA10_e30+CBM2_e70	AA10+CBM2	Y(1-35)	3	264-353	35-225	A0A4R7JM50	AA10+CBM2
A0A4S2J0I8|unreviewed|CBM2	1.14.99.54|1.14.99.53	AA10(34-224)+CBM2(263-355)	AA10_e30+CBM2_e70	AA10+CBM2	Y(1-34)	3	263-355	34-224	A0A4S2J0I8	AA10+CBM2
A0A4S2UG63|unreviewed|CBM2	1.14.99.54|1.14.99.53	AA10(35-225)+CBM2(285-373)	AA10_e30+CBM2_e70	AA10+CBM2	Y(1-35)	3	285-373	35-225	A0A4S2UG63	AA10+CBM2
A0A4S2UQZ1|unreviewed|CBM2	1.14.99.54|1.14.99.53	AA10(35-225)+CBM2(269-358)	AA10_e30+CBM2_e70	AA10+CBM2	Y(1-35)	3	269-358	35-225	A0A4S2UQZ1	AA10+CBM2
A0A4S8QNP2|unreviewed|CBM2	-	AA10(44-232)+CBM2(300-378)	AA10_e61+CBM2_e125	AA10+CBM2	Y(1-46)	3	300-378	44-232	A0A4S8QNP2	AA10+CBM2
A0A4U3M952|unreviewed|CBM2	1.14.99.54|1.14.99.53	CBM2(48-134)	CBM2_e70	N	Y(1-33)	2	48-134		A0A4U3M952	CBM2
A0A4U5WWH5|unreviewed|CBM2	1.14.99.54|1.14.99.53	AA10(34-224)+CBM2(277-365)	AA10_e30+CBM2_e70	AA10+CBM2	Y(1-34)	3	277-365	34-224	A0A4U5WWH5	AA10+CBM2
A0A4U5X532|unreviewed|CBM2	1.14.99.54|1.14.99.53	AA10(34-224)+CBM2(279-368)	AA10_e30+CBM2_e70	AA10+CBM2	Y(1-34)	3	279-368	34-224	A0A4U5X532	AA10+CBM2
A0A4V2XHD9|unreviewed|CBM2	1.14.99.54|1.14.99.53	AA10(58-249)+CBM2(287-374)	AA10_e30+CBM2_e70	AA10+CBM2	Y(1-58)	3	287-374	58-249	A0A4V2XHD9	AA10+CBM2
A0A4V2YRA7|unreviewed|CBM2	1.14.99.54|1.14.99.53	AA10(34-225)+CBM2(259-348)	AA10_e30+CBM2_e70	AA10+CBM2	Y(1-34)	3	259-348	34-225	A0A4V2YRA7	AA10+CBM2
A0A4V3SXM1|unreviewed|CBM2	1.14.99.54|1.14.99.53	AA10(35-225)+CBM2(276-365)	AA10_e30+CBM2_e70	AA10+CBM2	Y(1-35)	3	276-365	35-225	A0A4V3SXM1	AA10+CBM2
A0A4Y3VBN5|unreviewed|CBM2	1.14.99.54|1.14.99.53	AA10(53-242)+CBM2(269-358)	AA10_e30+CBM2_e70	AA10+CBM2	N	3	269-358	53-242	A0A4Y3VBN5	AA10+CBM2
A0A4Y4K2N8|unreviewed|CBM2	1.14.99.54|1.14.99.53	AA10(25-215)+CBM2(263-355)	AA10_e30+CBM2_e70	AA10+CBM2	Y(1-25)	3	263-355	25-215	A0A4Y4K2N8	AA10+CBM2
A0A505DQF5|unreviewed|CBM2	1.14.99.54|1.14.99.53	AA10(45-234)+CBM2(260-349)	AA10_e30+CBM2_e70	AA10+CBM2	Y(1-45)	3	260-349	45-234	A0A505DQF5	AA10+CBM2
A0A505HEY3|unreviewed|CBM2	1.14.99.54|1.14.99.53	AA10(35-224)+CBM2(281-376)	AA10_e30+CBM2_e70	AA10+CBM2	Y(1-25)	3	281-376	35-224	A0A505HEY3	AA10+CBM2
A0A510TCI2|unreviewed|CBM2	1.14.99.54|1.14.99.53	AA10(52-241)+CBM2(267-354)	AA10_e30+CBM2_e70	AA10+CBM2	N	3	267-354	52-241	A0A510TCI2	AA10+CBM2
A0A514JJ89|unreviewed|CBM2	1.14.99.54|1.14.99.53	AA10(34-224)+CBM2(259-348)	AA10_e30+CBM2_e70	AA10+CBM2	Y(1-34)	3	259-348	34-224	A0A514JJ89	AA10+CBM2
A0A518WK32|unreviewed|CBM2	1.14.99.54|1.14.99.53	AA10(33-221)+CBM2(280-374)	AA10_e30+CBM2_e70	AA10+CBM2	Y(1-28)	3	280-374	33-221	A0A518WK32	AA10+CBM2
A0A540QKN5|unreviewed|Chitin-binding	1.14.99.54|1.14.99.53	AA10(21-210)+CBM2(236-325)	AA10_e30+CBM2_e70	AA10+CBM2	N	3	236-325	21-210	A0A540QKN5	AA10+CBM2
A0A542HWG2|unreviewed|CBM2	1.14.99.54|1.14.99.53	AA10(46-235)+CBM2(261-350)	AA10_e30+CBM2_e70	AA10+CBM2	Y(1-46)	3	261-350	46-235	A0A542HWG2	AA10+CBM2
A0A542KP05|unreviewed|CBM2	1.14.99.54|1.14.99.53	AA10(48-237)+CBM2(263-353)	AA10_e30+CBM2_e70	AA10+CBM2	Y(1-48)	3	263-353	48-237	A0A542KP05	AA10+CBM2
A0A542XQ36|unreviewed|CBM2	1.14.99.54|1.14.99.53	AA10(34-223)+CBM2(261-356)	AA10_e30+CBM2_e70	AA10+CBM2	Y(1-34)	3	261-356	34-223	A0A542XQ36	AA10+CBM2
A0A543JMN8|unreviewed|CBM2	1.14.99.54|1.14.99.53	AA10(34-223)+CBM2(276-370)	AA10_e30+CBM2_e70	AA10+CBM2	Y(1-34)	3	276-370	34-223	A0A543JMN8	AA10+CBM2
A0A544YBB9|unreviewed|CBM2	1.14.99.54|1.14.99.53|-	AA10(46-229)+CBM2(266-354)	AA10_e30+CBM2_e10	AA10+CBM2	Y(1-46)	3	266-354	46-229	A0A544YBB9	AA10+CBM2
A0A544YNY8|unreviewed|CBM2	1.14.99.54|1.14.99.53|-	AA10(47-230)+CBM2(269-356)	AA10_e30+CBM2_e10	AA10+CBM2	Y(1-47)	3	269-356	47-230	A0A544YNY8	AA10+CBM2
A0A544ZKY8|unreviewed|CBM2	1.14.99.54|1.14.99.53|-	AA10(51-234)+CBM2(273-360)	AA10_e30+CBM2_e10	AA10+CBM2	Y(1-51)	3	273-360	51-234	A0A544ZKY8	AA10+CBM2
A0A550HWH6|unreviewed|CBM2	1.14.99.54|1.14.99.53	AA10(52-241)+CBM2(267-356)	AA10_e30+CBM2_e70	AA10+CBM2	N	3	267-356	52-241	A0A550HWH6	AA10+CBM2
A0A552QVM0|unreviewed|CBM2	1.14.99.54|1.14.99.53	AA10(35-225)+CBM2(272-360)	AA10_e30+CBM2_e70	AA10+CBM2	Y(1-35)	3	272-360	35-225	A0A552QVM0	AA10+CBM2
A0A560XHH1|unreviewed|CBM2	1.14.99.54|1.14.99.53	AA10(34-224)+CBM2(263-353)	AA10_e30+CBM2_e70	AA10+CBM2	Y(1-34)	3	263-353	34-224	A0A560XHH1	AA10+CBM2
A0A561TRR3|unreviewed|CBM2	1.14.99.54|1.14.99.53	AA10(34-224)+CBM2(259-347)	AA10_e30+CBM2_e70	AA10+CBM2	Y(1-34)	3	259-347	34-224	A0A561TRR3	AA10+CBM2
A0A561V4A8|unreviewed|CBM2	1.14.99.54|1.14.99.53	AA10(80-269)+CBM2(297-381)	AA10_e30+CBM2_e70	AA10+CBM2	N	3	297-381	80-269	A0A561V4A8	AA10+CBM2
A0A561WLG5|unreviewed|CBM2	1.14.99.54|1.14.99.53	AA10(23-216)+CBM2(257-348)	AA10_e30+CBM2_e70	AA10+CBM2	Y(1-21)	3	257-348	23-216	A0A561WLG5	AA10+CBM2
A0A561WSU7|unreviewed|CBM2	1.14.99.54|1.14.99.53	AA10(33-222)+CBM2(276-370)	AA10_e30+CBM2_e70	AA10+CBM2	Y(1-31)	3	276-370	33-222	A0A561WSU7	AA10+CBM2
A0A5B0BFC5|unreviewed|CBM2	1.14.99.54|1.14.99.53	AA10(34-224)+CBM2(260-350)	AA10_e30+CBM2_e70	AA10+CBM2	Y(1-34)	3	260-350	34-224	A0A5B0BFC5	AA10+CBM2
A0A5C4QW19|unreviewed|CBM2	1.14.99.54|1.14.99.53	AA10(70-259)+CBM2(313-408)	AA10_e30+CBM2_e70	AA10+CBM2	N	3	313-408	70-259	A0A5C4QW19	AA10+CBM2
A0A5C6JIW2|unreviewed|CBM2	1.14.99.54|1.14.99.53	AA10(34-224)+CBM2(262-351)	AA10_e30+CBM2_e70	AA10+CBM2	Y(1-34)	3	262-351	34-224	A0A5C6JIW2	AA10+CBM2
A0A5D0ML48|unreviewed|CBM2	1.14.99.54|1.14.99.53	AA10(33-222)+CBM2(274-369)	AA10_e30+CBM2_e70	AA10+CBM2	Y(1-23)	3	274-369	33-222	A0A5D0ML48	AA10+CBM2
A0A5J5K3M0|unreviewed|CBM2	1.14.99.54|1.14.99.53	AA10(37-220)+CBM2(259-347)	AA10_e30+CBM2_e70	AA10+CBM2	Y(1-37)	3	259-347	37-220	A0A5J5K3M0	AA10+CBM2
A0A5J6F216|unreviewed|CBM2	1.14.99.54|1.14.99.53	AA10(42-231)+CBM2(257-346)	AA10_e30+CBM2_e70	AA10+CBM2	Y(1-42)	3	257-346	42-231	A0A5J6F216	AA10+CBM2
A0A5J6F4J3|unreviewed|CBM2	1.14.99.54|1.14.99.53	AA10(35-225)+CBM2(271-359)	AA10_e30+CBM2_e70	AA10+CBM2	Y(1-35)	3	271-359	35-225	A0A5J6F4J3	AA10+CBM2
A0A5J6I8E3|unreviewed|CBM2	1.14.99.54|1.14.99.53	AA10(40-229)+CBM2(255-344)	AA10_e30+CBM2_e70	AA10+CBM2	Y(1-40)	3	255-344	40-229	A0A5J6I8E3	AA10+CBM2
A0A5N6C3L2|unreviewed|CBM2	1.14.99.54|1.14.99.53|-	AA10(46-229)+CBM2(268-355)	AA10_e30+CBM2_e10	AA10+CBM2	Y(1-46)	3	268-355	46-229	A0A5N6C3L2	AA10+CBM2
A0A5N8V9W2|unreviewed|CBM2	1.14.99.54|1.14.99.53	AA10(40-229)+CBM2(255-344)	AA10_e30+CBM2_e70	AA10+CBM2	N	3	255-344	40-229	A0A5N8V9W2	AA10+CBM2
A0A5N8W514|unreviewed|CBM2	1.14.99.54|1.14.99.53	AA10(45-234)+CBM2(260-349)	AA10_e30+CBM2_e70	AA10+CBM2	Y(1-45)	3	260-349	45-234	A0A5N8W514	AA10+CBM2
A0A5N8WN13|unreviewed|CBM2	1.14.99.54|1.14.99.53	AA10(37-226)+CBM2(252-344)	AA10_e30+CBM2_e70	AA10+CBM2	Y(1-35)	3	252-344	37-226	A0A5N8WN13	AA10+CBM2
A0A5N8XBM4|unreviewed|CBM2	1.14.99.54|1.14.99.53	AA10(45-234)+CBM2(260-351)	AA10_e30+CBM2_e70	AA10+CBM2	Y(1-45)	3	260-351	45-234	A0A5N8XBM4	AA10+CBM2
A0A5P8KC66|unreviewed|CBM2	1.14.99.54|1.14.99.53	AA10(21-210)+CBM2(236-325)	AA10_e30+CBM2_e70	AA10+CBM2	N	3	236-325	21-210	A0A5P8KC66	AA10+CBM2
A0A5P9WU89|unreviewed|CBM2	1.14.99.54|1.14.99.53	AA10(35-225)+CBM2(267-355)	AA10_e30+CBM2_e70	AA10+CBM2	Y(1-35)	3	267-355	35-225	A0A5P9WU89	AA10+CBM2
A0A5Q0H7D7|unreviewed|CBM2	1.14.99.54|1.14.99.53	AA10(57-246)+CBM2(298-392)	AA10_e30+CBM2_e70	AA10+CBM2	N	3	298-392	57-246	A0A5Q0H7D7	AA10+CBM2
A0A5Q4ST15|unreviewed|CBM2	1.14.99.54|1.14.99.53	AA10(45-234)+CBM2(262-348)	AA10_e30+CBM2_e70	AA10+CBM2	Y(1-45)	3	262-348	45-234	A0A5Q4ST15	AA10+CBM2
A0A5Q4TFK4|unreviewed|CBM2	1.14.99.54|1.14.99.53	AA10(34-223)+CBM2(252-341)	AA10_e30+CBM2_e70	AA10+CBM2	Y(1-23)	3	252-341	34-223	A0A5Q4TFK4	AA10+CBM2
A0A5R8Z2H0|unreviewed|CBM2	1.14.99.54|1.14.99.53	AA10(116-299)+CBM2(350-438)	AA10_e30+CBM2_e70	AA10+CBM2	N	3	350-438	116-299	A0A5R8Z2H0	AA10+CBM2
A0A5R9FTW6|unreviewed|CBM2	1.14.99.54|1.14.99.53	AA10(45-234)+CBM2(260-349)	AA10_e30+CBM2_e70	AA10+CBM2	Y(1-45)	3	260-349	45-234	A0A5R9FTW6	AA10+CBM2
A0A5S4G374|unreviewed|CBM2	1.14.99.54|1.14.99.53	AA10(33-224)+CBM2(261-349)	AA10_e30+CBM2_e70	AA10+CBM2	Y(1-33)	3	261-349	33-224	A0A5S4G374	AA10+CBM2
A0A6B2D9T8|unreviewed|Chitin-binding	1.14.99.54|1.14.99.53	AA10(32-220)+CBM2(267-360)	AA10_e30+CBM2_e70	AA10+CBM2	Y(1-32)	3	267-360	32-220	A0A6B2D9T8	AA10+CBM2
A0A6B2UZR9|unreviewed|CBM2	1.14.99.54|1.14.99.53	AA10(34-224)+CBM2(266-355)	AA10_e30+CBM2_e70	AA10+CBM2	Y(1-34)	3	266-355	34-224	A0A6B2UZR9	AA10+CBM2
A0A6B2X1H3|unreviewed|CBM2	1.14.99.54|1.14.99.53	AA10(34-223)+CBM2(249-338)	AA10_e30+CBM2_e70	AA10+CBM2	Y(1-34)	3	249-338	34-223	A0A6B2X1H3	AA10+CBM2
A0A6B3BAW2|unreviewed|CBM2	1.14.99.54|1.14.99.53	AA10(35-225)+CBM2(272-360)	AA10_e30+CBM2_e70	AA10+CBM2	Y(1-35)	3	272-360	35-225	A0A6B3BAW2	AA10+CBM2
A0A6B3C3K6|unreviewed|CBM2	1.14.99.54|1.14.99.53	AA10(53-242)+CBM2(269-358)	AA10_e30+CBM2_e70	AA10+CBM2	N	3	269-358	53-242	A0A6B3C3K6	AA10+CBM2
A0A6B3DPE6|unreviewed|CBM2	1.14.99.54|1.14.99.53	AA10(34-224)+CBM2(270-359)	AA10_e30+CBM2_e70	AA10+CBM2	Y(1-34)	3	270-359	34-224	A0A6B3DPE6	AA10+CBM2
A0A6B3ESR6|unreviewed|CBM2	1.14.99.54|1.14.99.53	AA10(35-225)+CBM2(262-351)	AA10_e30+CBM2_e70	AA10+CBM2	Y(1-35)	3	262-351	35-225	A0A6B3ESR6	AA10+CBM2
A0A6B3QWZ3|unreviewed|CBM2	1.14.99.54|1.14.99.53	AA10(35-225)+CBM2(264-352)	AA10_e30+CBM2_e70	AA10+CBM2	Y(1-35)	3	264-352	35-225	A0A6B3QWZ3	AA10+CBM2
A0A6G0FF46|unreviewed|CBM2	1.14.99.54|1.14.99.53	AA10(35-225)+CBM2(262-350)	AA10_e30+CBM2_e70	AA10+CBM2	Y(1-35)	3	262-350	35-225	A0A6G0FF46	AA10+CBM2
A0A6G2PWI1|unreviewed|CBM2	1.14.99.54|1.14.99.53	AA10(34-224)+CBM2(263-355)	AA10_e30+CBM2_e70	AA10+CBM2	Y(1-34)	3	263-355	34-224	A0A6G2PWI1	AA10+CBM2
A0A6G2VCH2|unreviewed|CBM2	1.14.99.54|1.14.99.53	AA10(35-225)+CBM2(268-356)	AA10_e30+CBM2_e70	AA10+CBM2	Y(1-35)	3	268-356	35-225	A0A6G2VCH2	AA10+CBM2
A0A6G2XNB0|unreviewed|CBM2	1.14.99.54|1.14.99.53	AA10(34-224)+CBM2(264-353)	AA10_e30+CBM2_e70	AA10+CBM2	Y(1-34)	3	264-353	34-224	A0A6G2XNB0	AA10+CBM2
A0A6G3CAE0|unreviewed|CBM2	1.14.99.54|1.14.99.53	AA10(40-229)+CBM2(255-344)	AA10_e30+CBM2_e70	AA10+CBM2	Y(1-40)	3	255-344	40-229	A0A6G3CAE0	AA10+CBM2
A0A6G3DJD9|unreviewed|CBM2	1.14.99.54|1.14.99.53	AA10(35-225)+CBM2(268-356)	AA10_e30+CBM2_e70	AA10+CBM2	Y(1-35)	3	268-356	35-225	A0A6G3DJD9	AA10+CBM2
A0A6G3QFI0|unreviewed|CBM2	1.14.99.54|1.14.99.53	AA10(25-214)+CBM2(241-330)	AA10_e30+CBM2_e70	AA10+CBM2	Y(1-25)	3	241-330	25-214	A0A6G3QFI0	AA10+CBM2
A0A6G3T4I5|unreviewed|CBM2	1.14.99.54|1.14.99.53	AA10(35-225)+CBM2(265-353)	AA10_e30+CBM2_e70	AA10+CBM2	Y(1-35)	3	265-353	35-225	A0A6G3T4I5	AA10+CBM2
A0A6G3USV7|unreviewed|CBM2	1.14.99.54|1.14.99.53	AA10(35-225)+CBM2(271-360)	AA10_e30+CBM2_e70	AA10+CBM2	Y(1-35)	3	271-360	35-225	A0A6G3USV7	AA10+CBM2
A0A6G3WGA3|unreviewed|CBM2	1.14.99.54|1.14.99.53	AA10(34-224)+CBM2(286-375)	AA10_e30+CBM2_e70	AA10+CBM2	Y(1-34)	3	286-375	34-224	A0A6G3WGA3	AA10+CBM2
A0A6G3WRE3|unreviewed|CBM2	1.14.99.54|1.14.99.53	AA10(40-229)+CBM2(255-344)	AA10_e30+CBM2_e70	AA10+CBM2	Y(1-40)	3	255-344	40-229	A0A6G3WRE3	AA10+CBM2
A0A6G4AEV7|unreviewed|CBM2	1.14.99.54|1.14.99.53	AA10(48-239)+CBM2(274-363)	AA10_e30+CBM2_e70	AA10+CBM2	Y(1-48)	3	274-363	48-239	A0A6G4AEV7	AA10+CBM2
A0A6G4VE17|unreviewed|CBM2	1.14.99.54|1.14.99.53	AA10(54-243)+CBM2(269-358)	AA10_e30+CBM2_e70	AA10+CBM2	N	3	269-358	54-243	A0A6G4VE17	AA10+CBM2
A0A6G5RMM1|unreviewed|CBM2	1.14.99.54|1.14.99.53	AA10(40-229)+CBM2(255-343)	AA10_e30+CBM2_e70	AA10+CBM2	Y(1-40)	3	255-343	40-229	A0A6G5RMM1	AA10+CBM2
A0A6G7PDZ4|unreviewed|CBM2	1.14.99.54|1.14.99.53	AA10(35-225)+CBM2(267-364)	AA10_e30+CBM2_e70	AA10+CBM2	Y(1-35)	3	267-364	35-225	A0A6G7PDZ4	AA10+CBM2
A0A6G9FET7|unreviewed|CBM2	1.14.99.54|1.14.99.53	AA10(41-230)+CBM2(270-360)	AA10_e30+CBM2_e70	AA10+CBM2	Y(1-41)	3	270-360	41-230	A0A6G9FET7	AA10+CBM2
A0A6H0CVX2|unreviewed|CBM2	1.14.99.54|1.14.99.53	AA10(34-224)+CBM2(267-356)	AA10_e30+CBM2_e70	AA10+CBM2	Y(1-34)	3	267-356	34-224	A0A6H0CVX2	AA10+CBM2
A0A6I5F326|unreviewed|CBM2	1.14.99.54|1.14.99.53	AA10(35-225)+CBM2(265-354)	AA10_e30+CBM2_e70	AA10+CBM2	Y(1-35)	3	265-354	35-225	A0A6I5F326	AA10+CBM2
A0A6I5I7J7|unreviewed|CBM2	1.14.99.54|1.14.99.53	AA10(35-225)+CBM2(284-372)	AA10_e30+CBM2_e70	AA10+CBM2	Y(1-35)	3	284-372	35-225	A0A6I5I7J7	AA10+CBM2
A0A6I5WCW6|unreviewed|CBM2	1.14.99.54|1.14.99.53	AA10(34-223)+CBM2(270-365)	AA10_e30+CBM2_e70	AA10+CBM2	Y(1-32)	3	270-365	34-223	A0A6I5WCW6	AA10+CBM2
A0A6I7Y306|unreviewed|CBM2	1.14.99.54|1.14.99.53	AA10(35-225)+CBM2(271-360)	AA10_e30+CBM2_e70	AA10+CBM2	Y(1-35)	3	271-360	35-225	A0A6I7Y306	AA10+CBM2
A0A6I8M3A9|unreviewed|CBM2	1.14.99.54|1.14.99.53	AA10(32-220)+CBM2(255-350)	AA10_e30+CBM2_e70	AA10+CBM2	Y(1-32)	3	255-350	32-220	A0A6I8M3A9	AA10+CBM2
A0A6L9QS96|unreviewed|CBM2	1.14.99.54|1.14.99.53	AA10(33-224)+CBM2(261-350)	AA10_e30+CBM2_e70	AA10+CBM2	Y(1-33)	3	261-350	33-224	A0A6L9QS96	AA10+CBM2
